time_step,lat,lon,pdop
0,90,180,1.35696
1,-90,-180,1.59577
1,-90,-170,1.59577
1,-90,-160,1.59577
1,-90,-150,1.59577
1,-90,-140,1.59577
1,-90,-130,1.59577
1,-90,-120,1.59577
1,-90,-110,1.59577
1,-90,-100,1.59577
1,-90,-90,1.59577
1,-90,-80,1.59577
1,-90,-70,1.59577
1,-90,-60,1.59577
1,-90,-50,1.59577
1,-90,-40,1.59577
1,-90,-30,1.59577
1,-90,-20,1.59577
1,-90,-10,1.59577
1,-90,0,1.59577
1,-90,10,1.59577
1,-90,20,1.59577
1,-90,30,1.59577
1,-90,40,1.59577
1,-90,50,1.59577
1,-90,60,1.59577
1,-90,70,1.59577
1,-90,80,1.59577
1,-90,90,1.59577
1,-90,100,1.59577
1,-90,110,1.59577
1,-90,120,1.59577
1,-90,130,1.59577
1,-90,140,1.59577
1,-90,150,1.59577
1,-90,160,1.59577
1,-90,170,1.59577
1,-90,180,1.59577
1,-80,-180,1.19048
1,-80,-170,1.19092
1,-80,-160,1.19174
1,-80,-150,1.29487
1,-80,-140,1.452
1,-80,-130,1.45231
1,-80,-120,1.45326
1,-80,-110,1.85974
1,-80,-100,1.85738
1,-80,-90,1.85562
1,-80,-80,1.85452
1,-80,-70,1.85409
1,-80,-60,1.85434
1,-80,-50,1.59151
1,-80,-40,1.59031
1,-80,-30,1.58937
1,-80,-20,1.58869
1,-80,-10,1.58828
1,-80,0,1.58813
1,-80,10,1.58826
1,-80,20,1.58866
1,-80,30,1.58935
1,-80,40,1.86707
1,-80,50,1.86671
1,-80,60,1.86722
1,-80,70,1.86862
1,-80,80,1.87087
1,-80,90,1.4481
1,-80,100,1.44658
1,-80,110,1.4456
1,-80,120,1.44521
1,-80,130,1.44542
1,-80,140,1.44622
1,-80,150,1.44759
1,-80,160,1.19079
1,-80,170,1.19044
1,-80,180,1.19048
1,-70,-180,1.28385
1,-70,-170,1.28328
1,-70,-160,1.28385
1,-70,-150,1.2855
1,-70,-140,1.28819
1,-70,-130,1.4421
1,-70,-120,1.44404
1,-70,-110,1.44716
1,-70,-100,1.45137
1,-70,-90,1.85156
1,-70,-80,1.84954
1,-70,-70,1.84901
1,-70,-60,1.84991
1,-70,-50,1.85215
1,-70,-40,1.85556
1,-70,-30,1.59241
1,-70,-20,1.59146
1,-70,-10,1.59086
1,-70,0,1.5906
1,-70,10,1.25073
1,-70,20,1.25082
1,-70,30,1.3473
1,-70,40,1.41912
1,-70,50,1.41507
1,-70,60,1.41255
1,-70,70,1.41171
1,-70,80,1.25407
1,-70,90,1.34415
1,-70,100,1.34281
1,-70,110,1.34309
1,-70,120,1.34499
1,-70,130,1.34845
1,-70,140,1.31406
1,-70,150,1.31252
1,-70,160,1.24979
1,-70,170,1.25005
1,-70,180,1.28385
1,-60,-180,1.52501
1,-60,-170,1.38054
1,-60,-160,1.38087
1,-60,-150,1.3835
1,-60,-140,1.38826
1,-60,-130,1.58895
1,-60,-120,1.59386
1,-60,-110,1.73734
1,-60,-100,1.74546
1,-60,-90,1.75708
1,-60,-80,2.35407
1,-60,-70,1.37404
1,-60,-60,1.36788
1,-60,-50,1.36436
1,-60,-40,1.36361
1,-60,-30,1.19861
1,-60,-20,1.23772
1,-60,-10,1.18379
1,-60,0,1.31279
1,-60,10,1.18388
1,-60,20,1.2149
1,-60,30,1.20991
1,-60,40,1.20701
1,-60,50,1.20629
1,-60,60,1.24638
1,-60,70,1.31264
1,-60,80,1.5045
1,-60,90,1.27862
1,-60,100,1.27634
1,-60,110,1.49328
1,-60,120,1.49673
1,-60,130,1.2586
1,-60,140,1.25856
1,-60,150,1.26046
1,-60,160,1.38902
1,-60,170,1.40868
1,-60,180,1.52501
1,-50,-180,1.52186
1,-50,-170,1.49184
1,-50,-160,1.44905
1,-50,-150,1.26164
1,-50,-140,1.26505
1,-50,-130,1.59897
1,-50,-120,1.37384
1,-50,-110,1.37269
1,-50,-100,1.37502
1,-50,-90,1.12456
1,-50,-80,1.18343
1,-50,-70,1.18266
1,-50,-60,1.45281
1,-50,-50,1.44802
1,-50,-40,1.50658
1,-50,-30,1.50299
1,-50,-20,1.40198
1,-50,-10,1.35789
1,-50,0,1.17875
1,-50,10,1.24527
1,-50,20,1.19449
1,-50,30,1.23027
1,-50,40,1.36126
1,-50,50,1.36133
1,-50,60,1.15232
1,-50,70,1.15072
1,-50,80,1.09278
1,-50,90,1.27425
1,-50,100,1.27122
1,-50,110,1.4224
1,-50,120,1.42379
1,-50,130,1.23743
1,-50,140,1.23834
1,-50,150,1.35537
1,-50,160,1.53739
1,-50,170,1.61686
1,-50,180,1.52186
1,-40,-180,2.24428
1,-40,-170,1.54253
1,-40,-160,1.18067
1,-40,-150,1.15882
1,-40,-140,1.27672
1,-40,-130,1.4214
1,-40,-120,2.01868
1,-40,-110,2.01015
1,-40,-100,2.26087
1,-40,-90,1.1884
1,-40,-80,1.24191
1,-40,-70,1.3135
1,-40,-60,1.44951
1,-40,-50,1.80596
1,-40,-40,1.76324
1,-40,-30,1.45036
1,-40,-20,1.45053
1,-40,-10,1.36415
1,-40,0,1.36565
1,-40,10,1.25115
1,-40,20,1.15273
1,-40,30,1.23806
1,-40,40,1.57463
1,-40,50,1.4113
1,-40,60,1.29657
1,-40,70,1.19472
1,-40,80,1.14729
1,-40,90,1.6128
1,-40,100,1.60285
1,-40,110,1.60214
1,-40,120,1.27152
1,-40,130,1.15246
1,-40,140,1.1533
1,-40,150,1.15754
1,-40,160,1.65649
1,-40,170,2.24612
1,-40,180,2.24428
1,-30,-180,1.52292
1,-30,-170,1.40037
1,-30,-160,1.23984
1,-30,-150,1.32537
1,-30,-140,1.48961
1,-30,-130,2.04772
1,-30,-120,2.0283
1,-30,-110,2.0187
1,-30,-100,1.34179
1,-30,-90,1.26092
1,-30,-80,1.46335
1,-30,-70,1.44782
1,-30,-60,1.44147
1,-30,-50,1.3087
1,-30,-40,1.54351
1,-30,-30,1.47717
1,-30,-20,1.48655
1,-30,-10,1.21209
1,-30,0,1.21333
1,-30,10,1.29117
1,-30,20,1.18756
1,-30,30,1.23495
1,-30,40,1.24239
1,-30,50,1.40656
1,-30,60,1.41099
1,-30,70,1.31263
1,-30,80,1.30648
1,-30,90,1.20752
1,-30,100,1.60312
1,-30,110,1.60232
1,-30,120,1.61169
1,-30,130,1.29539
1,-30,140,1.22001
1,-30,150,1.30906
1,-30,160,1.37538
1,-30,170,1.56498
1,-30,180,1.52292
1,-20,-180,1.27517
1,-20,-170,1.31661
1,-20,-160,1.3448
1,-20,-150,1.62058
1,-20,-140,1.48842
1,-20,-130,1.61665
1,-20,-120,1.46298
1,-20,-110,1.45977
1,-20,-100,1.26045
1,-20,-90,1.30018
1,-20,-80,1.65594
1,-20,-70,1.79646
1,-20,-60,1.25596
1,-20,-50,1.16584
1,-20,-40,1.22083
1,-20,-30,1.33124
1,-20,-20,1.33842
1,-20,-10,1.35282
1,-20,0,1.53619
1,-20,10,1.29087
1,-20,20,1.28193
1,-20,30,1.18053
1,-20,40,1.21057
1,-20,50,1.21735
1,-20,60,1.51204
1,-20,70,1.50188
1,-20,80,1.19901
1,-20,90,1.19829
1,-20,100,1.20552
1,-20,110,1.34658
1,-20,120,1.35145
1,-20,130,1.35469
1,-20,140,1.62636
1,-20,150,1.63278
1,-20,160,1.29331
1,-20,170,1.27537
1,-20,180,1.27517
1,-10,-180,1.15936
1,-10,-170,1.36254
1,-10,-160,1.82017
1,-10,-150,1.82358
1,-10,-140,1.43903
1,-10,-130,1.63541
1,-10,-120,1.31389
1,-10,-110,1.30943
1,-10,-100,1.25305
1,-10,-90,1.40307
1,-10,-80,1.61568
1,-10,-70,1.53596
1,-10,-60,1.45783
1,-10,-50,1.13566
1,-10,-40,1.13346
1,-10,-30,1.15639
1,-10,-20,1.58763
1,-10,-10,1.5979
1,-10,0,1.47514
1,-10,10,1.23344
1,-10,20,1.35165
1,-10,30,1.18981
1,-10,40,1.11926
1,-10,50,1.34158
1,-10,60,1.40864
1,-10,70,1.49533
1,-10,80,1.27259
1,-10,90,1.13067
1,-10,100,1.28637
1,-10,110,1.20708
1,-10,120,1.36655
1,-10,130,1.22335
1,-10,140,1.62177
1,-10,150,1.62828
1,-10,160,1.33201
1,-10,170,1.17882
1,-10,180,1.15936
1,0,-180,1.57906
1,0,-170,1.43912
1,0,-160,1.59952
1,0,-150,1.54441
1,0,-140,1.28847
1,0,-130,1.43026
1,0,-120,1.42349
1,0,-110,1.41227
1,0,-100,1.33701
1,0,-90,1.25387
1,0,-80,1.36416
1,0,-70,1.43131
1,0,-60,1.33905
1,0,-50,1.31629
1,0,-40,1.24299
1,0,-30,1.33061
1,0,-20,1.1646
1,0,-10,1.58427
1,0,0,1.46184
1,0,10,1.14838
1,0,20,1.26879
1,0,30,1.48291
1,0,40,1.24925
1,0,50,1.26076
1,0,60,1.31761
1,0,70,1.25939
1,0,80,1.1704
1,0,90,1.26953
1,0,100,1.29055
1,0,110,1.48042
1,0,120,1.36742
1,0,130,1.39313
1,0,140,1.3974
1,0,150,1.47641
1,0,160,1.33042
1,0,170,1.78614
1,0,180,1.57906
1,10,-180,1.58673
1,10,-170,1.94701
1,10,-160,1.27342
1,10,-150,1.21097
1,10,-140,1.36554
1,10,-130,1.47889
1,10,-120,1.57021
1,10,-110,1.53084
1,10,-100,1.42927
1,10,-90,1.18555
1,10,-80,1.28246
1,10,-70,1.20648
1,10,-60,1.34384
1,10,-50,1.62199
1,10,-40,1.59988
1,10,-30,1.59185
1,10,-20,1.33467
1,10,-10,1.17147
1,10,0,1.016
1,10,10,1.14362
1,10,20,1.46006
1,10,30,1.46956
1,10,40,1.33655
1,10,50,1.41274
1,10,60,1.15634
1,10,70,1.2033
1,10,80,1.11131
1,10,90,1.36665
1,10,100,1.65924
1,10,110,1.48707
1,10,120,1.69563
1,10,130,1.23632
1,10,140,1.23754
1,10,150,1.38424
1,10,160,1.51456
1,10,170,1.79102
1,10,180,1.58673
1,20,-180,1.97729
1,20,-170,1.3903
1,20,-160,1.38256
1,20,-150,1.27073
1,20,-140,1.26849
1,20,-130,1.16486
1,20,-120,1.54128
1,20,-110,1.52683
1,20,-100,1.23708
1,20,-90,1.23876
1,20,-80,1.45603
1,20,-70,1.35965
1,20,-60,1.36097
1,20,-50,1.36061
1,20,-40,1.60652
1,20,-30,1.59813
1,20,-20,1.70143
1,20,-10,1.03756
1,20,0,1.07553
1,20,10,1.24337
1,20,20,1.20205
1,20,30,1.46723
1,20,40,1.333
1,20,50,1.33729
1,20,60,1.28295
1,20,70,1.50122
1,20,80,1.26049
1,20,90,1.16544
1,20,100,1.67595
1,20,110,1.92814
1,20,120,1.40551
1,20,130,1.33532
1,20,140,1.48348
1,20,150,1.38236
1,20,160,1.39558
1,20,170,1.30083
1,20,180,1.97729
1,30,-180,1.18101
1,30,-170,1.38563
1,30,-160,1.37783
1,30,-150,1.46339
1,30,-140,1.25017
1,30,-130,1.44097
1,30,-120,1.437
1,30,-110,1.37436
1,30,-100,1.32525
1,30,-90,1.23817
1,30,-80,1.49835
1,30,-70,1.49785
1,30,-60,1.50267
1,30,-50,1.25579
1,30,-40,1.43399
1,30,-30,1.15996
1,30,-20,1.25685
1,30,-10,1.35238
1,30,0,1.90747
1,30,10,1.19174
1,30,20,1.32912
1,30,30,1.27856
1,30,40,1.37574
1,30,50,1.38645
1,30,60,1.63323
1,30,70,1.30929
1,30,80,1.20515
1,30,90,1.26499
1,30,100,1.43182
1,30,110,1.53714
1,30,120,1.52999
1,30,130,1.38901
1,30,140,1.42159
1,30,150,1.42831
1,30,160,1.40085
1,30,170,1.2568
1,30,180,1.18101
1,40,-180,1.45234
1,40,-170,1.60009
1,40,-160,1.46381
1,40,-150,1.5212
1,40,-140,1.91718
1,40,-130,1.4361
1,40,-120,1.28822
1,40,-110,1.14885
1,40,-100,1.33558
1,40,-90,1.27315
1,40,-80,1.48496
1,40,-70,1.48477
1,40,-60,1.48972
1,40,-50,1.03572
1,40,-40,1.08324
1,40,-30,1.11449
1,40,-20,1.49509
1,40,-10,1.87977
1,40,0,1.88391
1,40,10,1.5003
1,40,20,1.09874
1,40,30,1.23027
1,40,40,1.23571
1,40,50,1.24445
1,40,60,1.3756
1,40,70,1.63646
1,40,80,1.99186
1,40,90,1.04637
1,40,100,1.09966
1,40,110,1.21862
1,40,120,1.54003
1,40,130,1.54068
1,40,140,1.48831
1,40,150,1.39407
1,40,160,1.69159
1,40,170,1.45393
1,40,180,1.45234
1,50,-180,1.34706
1,50,-170,1.45569
1,50,-160,1.45545
1,50,-150,1.45945
1,50,-140,1.45788
1,50,-130,1.52307
1,50,-120,1.139
1,50,-110,1.04551
1,50,-100,1.04295
1,50,-90,1.15465
1,50,-80,1.14971
1,50,-70,1.27836
1,50,-60,1.27716
1,50,-50,1.16406
1,50,-40,1.16397
1,50,-30,1.34618
1,50,-20,1.40594
1,50,-10,1.51306
1,50,0,1.51627
1,50,10,1.44376
1,50,20,1.30073
1,50,30,1.30444
1,50,40,1.34259
1,50,50,1.55606
1,50,60,1.55854
1,50,70,1.32957
1,50,80,1.33201
1,50,90,1.11556
1,50,100,1.146
1,50,110,1.17429
1,50,120,1.27831
1,50,130,1.37018
1,50,140,1.25129
1,50,150,1.2115
1,50,160,1.3524
1,50,170,1.34845
1,50,180,1.34706
1,60,-180,1.22088
1,60,-170,1.22182
1,60,-160,1.46171
1,60,-150,1.3655
1,60,-140,1.36494
1,60,-130,1.36673
1,60,-120,1.23474
1,60,-110,1.2952
1,60,-100,1.44747
1,60,-90,1.43581
1,60,-80,1.42708
1,60,-70,1.4214
1,60,-60,1.41884
1,60,-50,1.26191
1,60,-40,1.26043
1,60,-30,1.26105
1,60,-20,1.26383
1,60,-10,1.37633
1,60,0,1.41011
1,60,10,1.33957
1,60,20,1.34204
1,60,30,1.24087
1,60,40,1.24387
1,60,50,1.40269
1,60,60,1.40329
1,60,70,1.40618
1,60,80,1.53692
1,60,90,1.59803
1,60,100,1.7159
1,60,110,1.18405
1,60,120,1.21415
1,60,130,1.21483
1,60,140,1.21779
1,60,150,1.19659
1,60,160,1.35205
1,60,170,1.34874
1,60,180,1.22088
1,70,-180,1.26617
1,70,-170,1.26525
1,70,-160,1.37565
1,70,-150,1.37357
1,70,-140,1.37307
1,70,-130,1.23876
1,70,-120,1.61196
1,70,-110,1.50128
1,70,-100,1.31234
1,70,-90,1.30662
1,70,-80,1.43652
1,70,-70,1.43245
1,70,-60,1.43059
1,70,-50,1.26908
1,70,-40,1.26815
1,70,-30,1.18279
1,70,-20,1.18391
1,70,-10,1.18614
1,70,0,1.22938
1,70,10,1.23038
1,70,20,1.23242
1,70,30,1.23539
1,70,40,1.24873
1,70,50,1.40701
1,70,60,1.40758
1,70,70,1.25066
1,70,80,1.25229
1,70,90,1.25485
1,70,100,1.33233
1,70,110,1.39261
1,70,120,1.39643
1,70,130,1.4015
1,70,140,1.89417
1,70,150,1.25792
1,70,160,1.56804
1,70,170,1.56703
1,70,180,1.26617
1,80,-180,1.36616
1,80,-170,1.36514
1,80,-160,1.36394
1,80,-150,1.36261
1,80,-140,1.51465
1,80,-130,1.51093
1,80,-120,1.50748
1,80,-110,1.50441
1,80,-100,1.50183
1,80,-90,1.31549
1,80,-80,1.31321
1,80,-70,1.31158
1,80,-60,1.31067
1,80,-50,1.3105
1,80,-40,1.31107
1,80,-30,1.1938
1,80,-20,1.12332
1,80,-10,1.12377
1,80,0,1.12462
1,80,10,1.12587
1,80,20,1.24023
1,80,30,1.24169
1,80,40,1.38939
1,80,50,1.3902
1,80,60,1.3915
1,80,70,1.39324
1,80,80,1.57753
1,80,90,1.57905
1,80,100,1.58089
1,80,110,1.583
1,80,120,1.58533
1,80,130,1.36791
1,80,140,1.36801
1,80,150,1.36789
1,80,160,1.36755
1,80,170,1.36696
1,80,180,1.36616
1,90,-180,1.35772
1,90,-170,1.35772
1,90,-160,1.35772
1,90,-150,1.35772
1,90,-140,1.35772
1,90,-130,1.35772
1,90,-120,1.35772
1,90,-110,1.35772
1,90,-100,1.35772
1,90,-90,1.35772
1,90,-80,1.35772
1,90,-70,1.35772
1,90,-60,1.35772
1,90,-50,1.35772
1,90,-40,1.35772
1,90,-30,1.35772
1,90,-20,1.35772
1,90,-10,1.35772
1,90,0,1.35772
1,90,10,1.35772
1,90,20,1.35772
1,90,30,1.35772
1,90,40,1.35772
1,90,50,1.35772
1,90,60,1.35772
1,90,70,1.35772
1,90,80,1.35772
1,90,90,1.35772
1,90,100,1.35772
1,90,110,1.35772
1,90,120,1.35772
1,90,130,1.35772
1,90,140,1.35772
1,90,150,1.35772
1,90,160,1.35772
1,90,170,1.35772
1,90,180,1.35772
